player_x_id,player_y_id,sub_position
16136,90681,Centre-Back
16136,124732,Centre-Back
16136,170463,Centre-Back
16911,25508,Goalkeeper
16911,40204,Goalkeeper
16911,51321,Goalkeeper
16911,95976,Goalkeeper
16911,127188,Goalkeeper
16911,565093,Goalkeeper
17965,18940,Goalkeeper
17965,73396,Goalkeeper
17965,189014,Goalkeeper
18644,2989,Centre-Forward
18644,8198,Centre-Forward
18644,18922,Centre-Forward
18644,27389,Centre-Forward
18644,28396,Centre-Forward
18644,38746,Centre-Forward
18644,44352,Centre-Forward
18644,45146,Centre-Forward
18644,45403,Centre-Forward
18644,45660,Centre-Forward
18644,46104,Centre-Forward
18644,46415,Centre-Forward
18644,48067,Centre-Forward
18644,56331,Centre-Forward
18644,72047,Centre-Forward
18644,73185,Centre-Forward
18644,73782,Centre-Forward
18644,75471,Centre-Forward
18644,85383,Centre-Forward
18644,88683,Centre-Forward
18644,95732,Centre-Forward
18644,110366,Centre-Forward
18644,119235,Centre-Forward
18644,122797,Centre-Forward
18644,129476,Centre-Forward
18644,133838,Centre-Forward
18644,146854,Centre-Forward
18644,147487,Centre-Forward
18644,163222,Centre-Forward
18644,179184,Centre-Forward
18644,182877,Centre-Forward
18644,196522,Centre-Forward
18644,206542,Centre-Forward
18644,214316,Centre-Forward
18644,251106,Centre-Forward
18644,295330,Centre-Forward
18644,308278,Centre-Forward
18644,343463,Centre-Forward
18644,398184,Centre-Forward
18922,18644,Centre-Forward
18922,51152,Centre-Forward
18922,93720,Centre-Forward
18922,235052,Centre-Forward
18922,242267,Centre-Forward
18922,342229,Centre-Forward
18922,433049,Centre-Forward
18940,17965,Goalkeeper
18940,23951,Goalkeeper
18940,28356,Goalkeeper
18940,29559,Goalkeeper
18940,29692,Goalkeeper
18940,34400,Goalkeeper
18940,52570,Goalkeeper
18940,57134,Goalkeeper
18940,64399,Goalkeeper
18940,71570,Goalkeeper
18940,79517,Goalkeeper
19041,65467,Defensive Midfield
19041,73741,Defensive Midfield
19041,94199,Defensive Midfield
19041,111051,Defensive Midfield
19041,126422,Defensive Midfield
19041,160506,Defensive Midfield
19041,197473,Defensive Midfield
19041,274839,Defensive Midfield
19041,355501,Defensive Midfield
19041,543771,Defensive Midfield
19041,613725,Defensive Midfield
20506,12249,Central Midfield
20506,49499,Central Midfield
20506,68864,Central Midfield
20506,95641,Central Midfield
20506,99352,Central Midfield
20506,147034,Central Midfield
20506,253839,Central Midfield
20506,350219,Central Midfield
20506,372246,Central Midfield
21327,33210,Goalkeeper
21327,257814,Goalkeeper
22141,25508,Goalkeeper
22141,27807,Goalkeeper
22141,33210,Goalkeeper
22141,45494,Goalkeeper
22141,59377,Goalkeeper
22141,64000,Goalkeeper
22141,71570,Goalkeeper
22141,73517,Goalkeeper
22141,75458,Goalkeeper
22141,79422,Goalkeeper
22141,79517,Goalkeeper
22141,80894,Goalkeeper
22141,84938,Goalkeeper
22141,85864,Goalkeeper
22141,105470,Goalkeeper
22141,126767,Goalkeeper
22141,238720,Goalkeeper
22141,276853,Goalkeeper
22141,286415,Goalkeeper
22141,315858,Goalkeeper
22628,25508,Goalkeeper
22628,33781,Goalkeeper
22628,45494,Goalkeeper
22628,59377,Goalkeeper
22628,64000,Goalkeeper
22628,79422,Goalkeeper
22628,79517,Goalkeeper
22628,84938,Goalkeeper
22628,182906,Goalkeeper
22628,238720,Goalkeeper
22628,318507,Goalkeeper
22628,415383,Goalkeeper
22860,48870,Goalkeeper
22860,120629,Goalkeeper
23951,18940,Goalkeeper
23951,28356,Goalkeeper
23951,29559,Goalkeeper
23951,29692,Goalkeeper
23951,34400,Goalkeeper
23951,45494,Goalkeeper
23951,52570,Goalkeeper
23951,59377,Goalkeeper
23951,64000,Goalkeeper
23951,64399,Goalkeeper
23951,71570,Goalkeeper
23951,73517,Goalkeeper
23951,79422,Goalkeeper
23951,79517,Goalkeeper
23951,95976,Goalkeeper
23951,126767,Goalkeeper
23951,200475,Goalkeeper
23951,238720,Goalkeeper
23951,286415,Goalkeeper
25488,59866,Right Midfield
25488,91970,Right Midfield
25488,183841,Right Midfield
25508,16911,Goalkeeper
25508,22141,Goalkeeper
25508,22628,Goalkeeper
25508,27807,Goalkeeper
25508,34400,Goalkeeper
25508,40204,Goalkeeper
25508,44062,Goalkeeper
25508,45494,Goalkeeper
25508,45672,Goalkeeper
25508,51321,Goalkeeper
25508,59377,Goalkeeper
25508,64000,Goalkeeper
25508,71570,Goalkeeper
25508,73396,Goalkeeper
25508,73517,Goalkeeper
25508,77825,Goalkeeper
25508,79422,Goalkeeper
25508,79517,Goalkeeper
25508,84938,Goalkeeper
25508,85240,Goalkeeper
25508,85864,Goalkeeper
25508,93730,Goalkeeper
25508,110923,Goalkeeper
25508,120629,Goalkeeper
25508,127188,Goalkeeper
25508,131098,Goalkeeper
25508,136111,Goalkeeper
25508,177776,Goalkeeper
25508,182906,Goalkeeper
25508,207302,Goalkeeper
25508,238720,Goalkeeper
25508,244192,Goalkeeper
25508,248738,Goalkeeper
25508,357117,Goalkeeper
26485,12282,Centre-Back
26485,34322,Centre-Back
26485,39728,Centre-Back
26485,43512,Centre-Back
26485,45314,Centre-Back
26485,47713,Centre-Back
26485,48859,Centre-Back
26485,51676,Centre-Back
26485,52403,Centre-Back
26485,54716,Centre-Back
26485,58489,Centre-Back
26485,59016,Centre-Back
26485,60577,Centre-Back
26485,60603,Centre-Back
26485,61592,Centre-Back
26485,64598,Centre-Back
26485,77026,Centre-Back
26485,84085,Centre-Back
26485,88262,Centre-Back
26485,90681,Centre-Back
26485,104752,Centre-Back
26485,107010,Centre-Back
26485,124715,Centre-Back
26485,124732,Centre-Back
26485,126281,Centre-Back
26485,126673,Centre-Back
26485,164770,Centre-Back
26485,170321,Centre-Back
26485,174488,Centre-Back
26485,183031,Centre-Back
26485,187491,Centre-Back
26485,192875,Centre-Back
26485,238266,Centre-Back
26485,260827,Centre-Back
26485,281769,Centre-Back
26485,289216,Centre-Back
26485,326031,Centre-Back
26485,345189,Centre-Back
26485,364234,Centre-Back
26485,578539,Centre-Back
26485,711996,Centre-Back
27389,18644,Centre-Forward
27389,34601,Centre-Forward
27389,45403,Centre-Forward
27389,45660,Centre-Forward
27389,46104,Centre-Forward
27389,46415,Centre-Forward
27389,73185,Centre-Forward
27389,75471,Centre-Forward
27389,122797,Centre-Forward
27389,128223,Centre-Forward
27389,146854,Centre-Forward
27389,179184,Centre-Forward
27389,182877,Centre-Forward
27389,196522,Centre-Forward
27389,206542,Centre-Forward
27389,214316,Centre-Forward
27389,308278,Centre-Forward
27490,28356,Goalkeeper
27490,128969,Goalkeeper
27490,415383,Goalkeeper
27493,59377,Goalkeeper
27493,71570,Goalkeeper
27493,101118,Goalkeeper
27807,22141,Goalkeeper
27807,25508,Goalkeeper
27807,85240,Goalkeeper
27807,257474,Goalkeeper
27992,55508,Central Midfield
27992,460939,Central Midfield
27992,503991,Central Midfield
28140,189070,Left Winger
28140,238752,Left Winger
28140,292818,Left Winger
28356,12029,Goalkeeper
28356,18940,Goalkeeper
28356,23951,Goalkeeper
28356,27490,Goalkeeper
28356,29559,Goalkeeper
28356,29692,Goalkeeper
28356,34400,Goalkeeper
28356,45494,Goalkeeper
28356,48870,Goalkeeper
28356,52570,Goalkeeper
28356,59377,Goalkeeper
28356,60561,Goalkeeper
28356,64000,Goalkeeper
28356,64399,Goalkeeper
28356,71570,Goalkeeper
28356,73517,Goalkeeper
28356,79422,Goalkeeper
28356,79517,Goalkeeper
28356,93730,Goalkeeper
28356,126767,Goalkeeper
28356,127188,Goalkeeper
28356,200475,Goalkeeper
28356,238720,Goalkeeper
28356,318507,Goalkeeper
28356,357117,Goalkeeper
28356,415383,Goalkeeper
28396,18644,Centre-Forward
28396,41384,Centre-Forward
28396,46104,Centre-Forward
28396,68863,Centre-Forward
28396,85383,Centre-Forward
28396,88683,Centre-Forward
28396,96341,Centre-Forward
28396,124560,Centre-Forward
28396,139503,Centre-Forward
28396,167727,Centre-Forward
28396,182201,Centre-Forward
28396,234523,Centre-Forward
28396,251106,Centre-Forward
28396,295330,Centre-Forward
28396,298976,Centre-Forward
28396,307058,Centre-Forward
28396,318528,Centre-Forward
28396,337715,Centre-Forward
28396,337725,Centre-Forward
28973,3333,Central Midfield
28973,130765,Central Midfield
28973,143424,Central Midfield
28973,242632,Central Midfield
28973,386552,Central Midfield
28973,468198,Central Midfield
29241,15452,Centre-Back
29241,16136,Centre-Back
29241,51676,Centre-Back
29241,52403,Centre-Back
29241,53533,Centre-Back
29241,58489,Centre-Back
29241,59641,Centre-Back
29241,88262,Centre-Back
29241,88680,Centre-Back
29241,90681,Centre-Back
29241,130353,Centre-Back
29241,131075,Centre-Back
29241,131708,Centre-Back
29241,134277,Centre-Back
29241,245893,Centre-Back
29241,248732,Centre-Back
29241,271716,Centre-Back
29241,358165,Centre-Back
29241,386047,Centre-Back
29241,392757,Centre-Back
29241,420465,Centre-Back
29241,425918,Centre-Back
29559,18940,Goalkeeper
29559,23951,Goalkeeper
29559,28356,Goalkeeper
29559,29692,Goalkeeper
29559,34400,Goalkeeper
29559,45494,Goalkeeper
29559,52570,Goalkeeper
29559,59377,Goalkeeper
29559,64000,Goalkeeper
29559,64399,Goalkeeper
29559,71570,Goalkeeper
29559,73517,Goalkeeper
29559,79422,Goalkeeper
29559,79517,Goalkeeper
29559,126767,Goalkeeper
29559,200475,Goalkeeper
29559,234811,Goalkeeper
29559,238720,Goalkeeper
29559,257474,Goalkeeper
29692,18940,Goalkeeper
29692,23951,Goalkeeper
29692,28356,Goalkeeper
29692,29559,Goalkeeper
29692,33781,Goalkeeper
29692,34400,Goalkeeper
29692,40204,Goalkeeper
29692,45494,Goalkeeper
29692,51321,Goalkeeper
29692,52570,Goalkeeper
29692,59377,Goalkeeper
29692,64000,Goalkeeper
29692,64399,Goalkeeper
29692,71570,Goalkeeper
29692,73396,Goalkeeper
29692,73517,Goalkeeper
29692,79422,Goalkeeper
29692,79517,Goalkeeper
29692,126767,Goalkeeper
29692,200475,Goalkeeper
29692,238720,Goalkeeper
29712,9500,Goalkeeper
29712,45494,Goalkeeper
29712,51321,Goalkeeper
29712,52570,Goalkeeper
29712,85864,Goalkeeper
29712,99397,Goalkeeper
29712,201574,Goalkeeper
30321,69633,Attacking Midfield
30321,85357,Attacking Midfield
30321,141660,Attacking Midfield
30321,220656,Attacking Midfield
30825,73185,Centre-Forward
30825,221958,Centre-Forward
30825,284727,Centre-Forward
31067,49499,Central Midfield
31067,51452,Central Midfield
31067,55508,Central Midfield
31067,71292,Central Midfield
31067,81532,Central Midfield
31067,99227,Central Midfield
31067,181136,Central Midfield
31067,192557,Central Midfield
31067,214775,Central Midfield
31067,253839,Central Midfield
31067,265625,Central Midfield
31067,320854,Central Midfield
31067,350219,Central Midfield
31067,432852,Central Midfield
31909,37666,Central Midfield
31909,44466,Central Midfield
31909,53418,Central Midfield
32113,44059,Centre-Back
32113,55769,Centre-Back
32113,60577,Centre-Back
32113,124715,Centre-Back
32113,125314,Centre-Back
32113,126673,Centre-Back
32113,131075,Centre-Back
32113,159288,Centre-Back
32113,183031,Centre-Back
32113,235412,Centre-Back
32113,242940,Centre-Back
32113,249730,Centre-Back
32113,286949,Centre-Back
32467,12249,Central Midfield
32467,44162,Central Midfield
32467,55508,Central Midfield
32467,91849,Central Midfield
32467,212723,Central Midfield
32467,242632,Central Midfield
32467,280387,Central Midfield
32467,284854,Central Midfield
33210,21327,Goalkeeper
33210,22141,Goalkeeper
33210,71570,Goalkeeper
33210,73517,Goalkeeper
33210,85864,Goalkeeper
33210,124419,Goalkeeper
33210,126767,Goalkeeper
33210,131098,Goalkeeper
33210,138335,Goalkeeper
33210,158327,Goalkeeper
33210,229604,Goalkeeper
33210,258964,Goalkeeper
33210,276853,Goalkeeper
33571,54906,Right-Back
33571,144143,Right-Back
33571,184528,Right-Back
33781,22628,Goalkeeper
33781,29692,Goalkeeper
33781,44058,Goalkeeper
33781,50219,Goalkeeper
33781,57071,Goalkeeper
33781,57134,Goalkeeper
33781,73396,Goalkeeper
33781,73517,Goalkeeper
33781,127181,Goalkeeper
33781,130164,Goalkeeper
33781,189744,Goalkeeper
33829,61592,Centre-Back
33829,80293,Centre-Back
33829,126540,Centre-Back
33829,243028,Centre-Back
33829,253765,Centre-Back
33829,272622,Centre-Back
33829,285548,Centre-Back
33829,314295,Centre-Back
33829,413118,Centre-Back
33873,9500,Goalkeeper
33873,48870,Goalkeeper
33873,51321,Goalkeeper
33873,73517,Goalkeeper
33873,75458,Goalkeeper
33873,95976,Goalkeeper
33873,138335,Goalkeeper
33873,189744,Goalkeeper
34283,44068,Attacking Midfield
34283,69374,Attacking Midfield
34283,69633,Attacking Midfield
34283,118022,Attacking Midfield
34283,126687,Attacking Midfield
34283,128907,Attacking Midfield
34283,141660,Attacking Midfield
34283,157373,Attacking Midfield
34283,182910,Attacking Midfield
34283,226074,Attacking Midfield
34283,249157,Attacking Midfield
34283,386726,Attacking Midfield
34283,543529,Attacking Midfield
34322,26485,Centre-Back
34322,39728,Centre-Back
34322,43512,Centre-Back
34322,45314,Centre-Back
34322,47085,Centre-Back
34322,47713,Centre-Back
34322,48859,Centre-Back
34322,51676,Centre-Back
34322,52403,Centre-Back
34322,54716,Centre-Back
34322,58489,Centre-Back
34322,60577,Centre-Back
34322,60603,Centre-Back
34322,61592,Centre-Back
34322,64598,Centre-Back
34322,77026,Centre-Back
34322,84085,Centre-Back
34322,88262,Centre-Back
34322,88680,Centre-Back
34322,90681,Centre-Back
34322,94005,Centre-Back
34322,99331,Centre-Back
34322,99922,Centre-Back
34322,104752,Centre-Back
34322,119296,Centre-Back
34322,124715,Centre-Back
34322,124732,Centre-Back
34322,126281,Centre-Back
34322,126673,Centre-Back
34322,131075,Centre-Back
34322,164770,Centre-Back
34322,170321,Centre-Back
34322,174488,Centre-Back
34322,183031,Centre-Back
34322,187491,Centre-Back
34322,215118,Centre-Back
34322,281769,Centre-Back
34322,289216,Centre-Back
34322,306330,Centre-Back
34322,364234,Centre-Back
34322,495666,Centre-Back
34400,18940,Goalkeeper
34400,23951,Goalkeeper
34400,25508,Goalkeeper
34400,28356,Goalkeeper
34400,29559,Goalkeeper
34400,29692,Goalkeeper
34400,45494,Goalkeeper
34400,52570,Goalkeeper
34400,59377,Goalkeeper
34400,64000,Goalkeeper
34400,64399,Goalkeeper
34400,71570,Goalkeeper
34400,73517,Goalkeeper
34400,79422,Goalkeeper
34400,79517,Goalkeeper
34400,84938,Goalkeeper
34400,126767,Goalkeeper
34400,200475,Goalkeeper
34400,238720,Goalkeeper
34400,402979,Goalkeeper
34601,27389,Centre-Forward
34601,39152,Centre-Forward
34601,214316,Centre-Forward
34784,40633,Defensive Midfield
34784,93905,Defensive Midfield
34784,181382,Defensive Midfield
34784,245537,Defensive Midfield
35047,56066,Defensive Midfield
35047,137206,Defensive Midfield
35047,244940,Defensive Midfield
35207,81785,Attacking Midfield
36139,129554,Right Winger
36139,131996,Right Winger
36139,216603,Right Winger
36139,217111,Right Winger
36139,341647,Right Winger
36139,487474,Right Winger
37666,31909,Central Midfield
37666,44162,Central Midfield
37666,55735,Central Midfield
37666,118397,Central Midfield
37666,153084,Central Midfield
37666,182932,Central Midfield
37666,203394,Central Midfield
37666,255942,Central Midfield
37666,284854,Central Midfield
37666,341705,Central Midfield
37666,394300,Central Midfield
37838,42710,Centre-Back
37838,57370,Centre-Back
37838,84085,Centre-Back
37838,102427,Centre-Back
37838,135490,Centre-Back
37838,139208,Centre-Back
37838,192875,Centre-Back
37838,238266,Centre-Back
37838,260827,Centre-Back
37838,357119,Centre-Back
37838,358165,Centre-Back
37838,711996,Centre-Back
37920,59631,Left Winger
37920,103565,Left Winger
38253,38746,Centre-Forward
38253,39152,Centre-Forward
38253,45403,Centre-Forward
38253,58864,Centre-Forward
38253,72522,Centre-Forward
38253,73782,Centre-Forward
38253,95732,Centre-Forward
38253,104124,Centre-Forward
38253,105521,Centre-Forward
38253,122797,Centre-Forward
38253,132098,Centre-Forward
38253,164265,Centre-Forward
38253,206542,Centre-Forward
38253,308278,Centre-Forward
38746,2989,Centre-Forward
38746,8198,Centre-Forward
38746,18644,Centre-Forward
38746,38253,Centre-Forward
38746,39152,Centre-Forward
38746,44352,Centre-Forward
38746,45403,Centre-Forward
38746,45660,Centre-Forward
38746,46415,Centre-Forward
38746,48067,Centre-Forward
38746,64793,Centre-Forward
38746,73185,Centre-Forward
38746,73782,Centre-Forward
38746,75471,Centre-Forward
38746,75489,Centre-Forward
38746,95438,Centre-Forward
38746,104124,Centre-Forward
38746,110366,Centre-Forward
38746,119234,Centre-Forward
38746,122797,Centre-Forward
38746,130394,Centre-Forward
38746,132098,Centre-Forward
38746,164265,Centre-Forward
38746,182877,Centre-Forward
38746,196522,Centre-Forward
38746,206542,Centre-Forward
38746,252677,Centre-Forward
38746,284727,Centre-Forward
38746,308278,Centre-Forward
38746,807689,Centre-Forward
38746,822458,Centre-Forward
39152,34601,Centre-Forward
39152,38253,Centre-Forward
39152,38746,Centre-Forward
39152,45403,Centre-Forward
39152,45660,Centre-Forward
39152,48067,Centre-Forward
39152,64793,Centre-Forward
39152,68863,Centre-Forward
39152,73185,Centre-Forward
39152,73782,Centre-Forward
39152,96341,Centre-Forward
39152,104124,Centre-Forward
39152,119234,Centre-Forward
39152,122797,Centre-Forward
39152,130394,Centre-Forward
39152,146854,Centre-Forward
39152,164265,Centre-Forward
39152,166683,Centre-Forward
39152,174915,Centre-Forward
39152,179184,Centre-Forward
39152,182877,Centre-Forward
39152,196522,Centre-Forward
39152,206542,Centre-Forward
39152,245072,Centre-Forward
39152,252677,Centre-Forward
39152,342229,Centre-Forward
39152,462348,Centre-Forward
39152,807689,Centre-Forward
39152,822458,Centre-Forward
39259,368891,Centre-Back
39728,15452,Centre-Back
39728,16136,Centre-Back
39728,26485,Centre-Back
39728,34322,Centre-Back
39728,43512,Centre-Back
39728,45314,Centre-Back
39728,47713,Centre-Back
39728,48859,Centre-Back
39728,51676,Centre-Back
39728,52403,Centre-Back
39728,53533,Centre-Back
39728,54716,Centre-Back
39728,58489,Centre-Back
39728,59016,Centre-Back
39728,59641,Centre-Back
39728,60577,Centre-Back
39728,60603,Centre-Back
39728,61592,Centre-Back
39728,64598,Centre-Back
39728,77026,Centre-Back
39728,84085,Centre-Back
39728,88262,Centre-Back
39728,88680,Centre-Back
39728,90681,Centre-Back
39728,99922,Centre-Back
39728,103427,Centre-Back
39728,104752,Centre-Back
39728,119296,Centre-Back
39728,121477,Centre-Back
39728,124715,Centre-Back
39728,124732,Centre-Back
39728,126281,Centre-Back
39728,126673,Centre-Back
39728,130353,Centre-Back
39728,134277,Centre-Back
39728,164770,Centre-Back
39728,170321,Centre-Back
39728,183031,Centre-Back
39728,187491,Centre-Back
39728,193004,Centre-Back
39728,248732,Centre-Back
39728,271716,Centre-Back
39728,281769,Centre-Back
39728,284730,Centre-Back
39728,286949,Centre-Back
39728,289216,Centre-Back
39728,314295,Centre-Back
39728,353366,Centre-Back
39728,358165,Centre-Back
39728,364234,Centre-Back
39728,578539,Centre-Back
39983,46552,Centre-Back
39983,47085,Centre-Back
39983,48859,Centre-Back
39983,84435,Centre-Back
39983,88680,Centre-Back
39983,110036,Centre-Back
39983,119296,Centre-Back
39983,131075,Centre-Back
39983,160986,Centre-Back
39983,162959,Centre-Back
39983,170463,Centre-Back
39983,187491,Centre-Back
39983,204069,Centre-Back
39983,263380,Centre-Back
39983,295024,Centre-Back
39983,320141,Centre-Back
39983,420465,Centre-Back
39983,503482,Centre-Back
40014,10471,Defensive Midfield
40014,74869,Defensive Midfield
40014,170934,Defensive Midfield
40014,649033,Defensive Midfield
40204,16911,Goalkeeper
40204,25508,Goalkeeper
40204,29692,Goalkeeper
40204,45494,Goalkeeper
40204,51321,Goalkeeper
40204,52570,Goalkeeper
40204,131098,Goalkeeper
40204,201574,Goalkeeper
40204,229604,Goalkeeper
40204,244192,Goalkeeper
40204,257474,Goalkeeper
40433,131248,Second Striker
40433,167850,Second Striker
40478,52403,Centre-Back
40478,53533,Centre-Back
40478,58489,Centre-Back
40478,60577,Centre-Back
40478,77026,Centre-Back
40478,82350,Centre-Back
40478,84085,Centre-Back
40478,90681,Centre-Back
40478,124715,Centre-Back
40478,159288,Centre-Back
40478,170463,Centre-Back
40478,174488,Centre-Back
40478,240260,Centre-Back
40478,263380,Centre-Back
40478,271716,Centre-Back
40478,285548,Centre-Back
40478,543838,Centre-Back
40613,10471,Defensive Midfield
40613,56818,Defensive Midfield
40613,61651,Defensive Midfield
40613,74869,Defensive Midfield
40613,93704,Defensive Midfield
40613,93905,Defensive Midfield
40613,104223,Defensive Midfield
40613,111051,Defensive Midfield
40613,127160,Defensive Midfield
40613,229853,Defensive Midfield
40613,711999,Defensive Midfield
40633,34784,Defensive Midfield
40633,93905,Defensive Midfield
40633,126414,Defensive Midfield
40633,148367,Defensive Midfield
40633,156617,Defensive Midfield
40633,199733,Defensive Midfield
40633,215616,Defensive Midfield
40633,247555,Defensive Midfield
40633,287579,Defensive Midfield
40687,113707,Attacking Midfield
40687,182910,Attacking Midfield
40687,187847,Attacking Midfield
40687,386726,Attacking Midfield
40687,395693,Attacking Midfield
40687,543529,Attacking Midfield
41355,58864,Centre-Forward
41355,132098,Centre-Forward
41355,174915,Centre-Forward
41355,179860,Centre-Forward
41355,217115,Centre-Forward
41355,234523,Centre-Forward
41355,237662,Centre-Forward
41355,548729,Centre-Forward
41384,28396,Centre-Forward
41384,45403,Centre-Forward
41384,45660,Centre-Forward
41384,72522,Centre-Forward
41384,75489,Centre-Forward
41384,88683,Centre-Forward
41384,95438,Centre-Forward
41384,96341,Centre-Forward
41384,105521,Centre-Forward
41384,119234,Centre-Forward
41384,139503,Centre-Forward
41384,181375,Centre-Forward
41384,284727,Centre-Forward
41384,307058,Centre-Forward
41384,318528,Centre-Forward
41384,358515,Centre-Forward
42072,82863,Central Midfield
42072,118397,Central Midfield
42205,59027,Goalkeeper
42205,64000,Goalkeeper
42205,74857,Goalkeeper
42205,195778,Goalkeeper
42460,52769,Left Winger
42460,54235,Left Winger
42460,59631,Left Winger
42460,82048,Left Winger
42460,103565,Left Winger
42460,142920,Left Winger
42460,168337,Left Winger
42460,181477,Left Winger
42460,187587,Left Winger
42460,203378,Left Winger
42460,238752,Left Winger
42460,251848,Left Winger
42460,284165,Left Winger
42460,289167,Left Winger
42460,293169,Left Winger
42710,12282,Centre-Back
42710,37838,Centre-Back
42710,43250,Centre-Back
42710,45314,Centre-Back
42710,107010,Centre-Back
42710,139208,Centre-Back
42710,182904,Centre-Back
42710,215118,Centre-Back
42710,289432,Centre-Back
42710,297212,Centre-Back
43250,12282,Centre-Back
43250,42710,Centre-Back
43250,124732,Centre-Back
43250,248732,Centre-Back
43250,253765,Centre-Back
43250,297212,Centre-Back
43250,605184,Centre-Back
43250,694509,Centre-Back
43512,26485,Centre-Back
43512,34322,Centre-Back
43512,39728,Centre-Back
43512,46083,Centre-Back
43512,47713,Centre-Back
43512,51676,Centre-Back
43512,52403,Centre-Back
43512,54716,Centre-Back
43512,59032,Centre-Back
43512,60603,Centre-Back
43512,84085,Centre-Back
43512,84435,Centre-Back
43512,88680,Centre-Back
43512,90681,Centre-Back
43512,99922,Centre-Back
43512,104752,Centre-Back
43512,118847,Centre-Back
43512,119296,Centre-Back
43512,124502,Centre-Back
43512,124715,Centre-Back
43512,126281,Centre-Back
43512,162434,Centre-Back
43512,185024,Centre-Back
43512,187491,Centre-Back
43512,281769,Centre-Back
43512,289216,Centre-Back
44058,33781,Goalkeeper
44058,72476,Goalkeeper
44058,73396,Goalkeeper
44058,77825,Goalkeeper
