player_id,player_name,sub_position,is_query,in_gallery
30825,Marco Ruben,Centre-Forward,True,True
31067,Jonathan de Guzmán,Central Midfield,True,True
31909,Toni Kroos,Central Midfield,True,True
32113,Armando Izzo,Centre-Back,True,True
32467,Ivan Rakitic,Central Midfield,True,True
33210,Przemyslaw Tyton,Goalkeeper,True,True
33571,Lorenzo De Silvestri,Right-Back,True,True
33781,Vito Mannone,Goalkeeper,True,True
33829,José Fonte,Centre-Back,True,True
33873,Asmir Begovic,Goalkeeper,True,True
34283,Lazaros Christodoulopoulos,Attacking Midfield,True,True
34322,Sokratis Papastathopoulos,Centre-Back,True,True
34400,Vladimir Stojkovic,Goalkeeper,True,True
34601,Raúl García,Centre-Forward,True,True
34784,Lasse Schöne,Defensive Midfield,True,True
35047,Axel Witsel,Defensive Midfield,True,True
35207,Marco Reus,Attacking Midfield,True,True
36139,Dušan Tadić,Right Winger,True,True
37666,Arturo Vidal,Central Midfield,True,True
37838,Dejan Lovren,Centre-Back,True,True
37920,Kamil Grosicki,Left Winger,True,True
38253,Robert Lewandowski,Centre-Forward,True,True
38746,Tomas Pekhart,Centre-Forward,True,True
39152,Radamel Falcao,Centre-Forward,True,True
39259,Makoto Hasebe,Centre-Back,True,True
39728,Mats Hummels,Centre-Back,True,True
39983,Leonardo Bonucci,Centre-Back,True,True
40014,Alaixys Romao,Defensive Midfield,True,True
40204,Joe Hart,Goalkeeper,True,True
40433,Alexis Sánchez,Second Striker,True,True
40478,Roman Neustädter,Centre-Back,True,True
40613,Jack Cork,Defensive Midfield,True,True
40633,Milan Badelj,Defensive Midfield,True,True
40687,Mathieu Valbuena,Attacking Midfield,True,True
41355,Ricky van Wolfswinkel,Centre-Forward,True,True
41384,Marko Arnautovic,Centre-Forward,True,True
42072,Tobias Kempe,Central Midfield,True,True
42205,Yann Sommer,Goalkeeper,True,True
42460,Ivan Perišić,Left Winger,True,True
42710,Toby Alderweireld,Centre-Back,True,True
43250,Jan Vertonghen,Centre-Back,True,True
43512,Ömer Toprak,Centre-Back,True,True
44058,Wojciech Szczesny,Goalkeeper,True,True
44059,Ervin Zukanovic,Centre-Back,True,True
44062,Antonio Adán,Goalkeeper,True,True
44068,Juan Mata,Attacking Midfield,True,True
44162,Miralem Pjanić,Central Midfield,True,True
44352,Luis Suárez,Centre-Forward,True,True
44466,Sebastian Rode,Central Midfield,True,True
45146,Mario Balotelli,Centre-Forward,True,True
45314,Federico Fazio,Centre-Back,True,True
45320,Ángel Di María,Right Winger,True,True
45333,James McCarthy,Central Midfield,True,True
45403,André Ayew,Centre-Forward,True,True
45494,Wayne Hennessey,Goalkeeper,True,True
45660,Eric-Maxim Choupo-Moting,Centre-Forward,True,True
45672,Kevin Trapp,Goalkeeper,True,True
46001,Moussa Sissoko,Central Midfield,True,True
46083,Domagoj Vida,Centre-Back,True,True
46104,Stevan Jovetic,Centre-Forward,True,True
46413,Ante Budimir,Centre-Forward,True,True
46415,Duje Cop,Centre-Forward,True,True
46552,Kamil Glik,Centre-Back,True,True
46580,Andrej Kramaric,Attacking Midfield,True,True
47085,Nenad Tomovic,Centre-Back,True,True
47713,Mamadou Sakho,Centre-Back,True,True
48015,Lukas Hradecky,Goalkeeper,True,True
48067,Artem Dzyuba,Centre-Forward,True,True
48164,Slobodan Medojevic,Defensive Midfield,True,True
48634,Fedor Kudryashov,Left-Back,True,True
48859,Simon Kjær,Centre-Back,True,True
48870,Jonas Lössl,Goalkeeper,True,True
49499,Georginio Wijnaldum,Central Midfield,True,True
50219,Simon Mignolet,Goalkeeper,True,True
51100,Peter Pekarík,Right-Back,True,True
51152,Aleksandar Mitrović,Centre-Forward,True,True
51321,Darren Randolph,Goalkeeper,True,True
51452,Joe Allen,Central Midfield,True,True
51471,Mateo Kovacic,Central Midfield,True,True
51676,Ermin Bicakcic,Centre-Back,True,True
51894,Mert Günok,Goalkeeper,True,True
52119,Patrick van Aanholt,Left-Back,True,True
52403,Dimitrios Siovas,Centre-Back,True,True
52570,Fraser Forster,Goalkeeper,True,True
52769,Willian,Left Winger,True,True
53077,Alberto Botía,Centre-Back,True,True
53350,Egor Filipenko,Centre-Back,True,True
53418,Kevin Kampl,Central Midfield,True,True
53533,Carlos Zambrano,Centre-Back,True,True
53622,İlkay Gündoğan,Central Midfield,True,True
54235,Iker Muniain,Left Winger,True,True
54716,Steven Vitória,Centre-Back,True,True
54781,Nicolás Otamendi,Centre-Back,True,True
54846,Fabian Holland,Left-Back,True,True
54906,Matteo Darmian,Right-Back,True,True
55089,Oliver Baumann,Goalkeeper,True,True
55508,Lewis Holtby,Central Midfield,True,True
55619,Nordin Amrabat,Right Winger,True,True
55687,Ritchie De Laet,Right-Back,True,True
55735,Henrikh Mkhitaryan,Central Midfield,True,True
55742,Harry Arter,Central Midfield,True,True
55769,Danilo D'Ambrosio,Centre-Back,True,True
55972,Guram Kashia,Centre-Back,True,True
56066,Enzo Pérez,Defensive Midfield,True,True
56100,Leon Balogun,Centre-Back,True,True
56331,Bas Dost,Centre-Forward,True,True
56416,Dries Mertens,Second Striker,True,True
56810,Adrien Silva,Central Midfield,True,True
56818,Morgan Schneiderlin,Defensive Midfield,True,True
57071,Péter Gulácsi,Goalkeeper,True,True
57134,Matthieu Dreyer,Goalkeeper,True,True
57162,Sofiane Feghouli,Defensive Midfield,True,True
57216,Ismaël Traoré,Centre-Back,True,True
57280,Giacomo Bonaventura,Attacking Midfield,True,True
57370,Damien Da Silva,Centre-Back,True,True
58330,Víctor Díaz,Right-Back,True,True
58489,Kyriakos Papadopoulos,Centre-Back,True,True
58864,Pierre-Emerick Aubameyang,Centre-Forward,True,True
59016,David Alaba,Centre-Back,True,True
59027,Roman Bürki,Goalkeeper,True,True
59032,Aleksandar Dragovic,Centre-Back,True,True
59054,Lukas Hinterseer,Centre-Forward,True,True
59238,Marwin Hitz,Goalkeeper,True,True
59322,Oleksandr Karavaev,Right-Back,True,True
59377,David de Gea,Goalkeeper,True,True
59597,Maciej Rybus,Left-Back,True,True
59631,Nacer Chadli,Left Winger,True,True
59641,Denis Odoi,Centre-Back,True,True
59866,Victor Moses,Right Midfield,True,True
60542,Maxime Gonalons,Defensive Midfield,True,True
60561,Anthony Lopes,Goalkeeper,True,True
60577,Nicolas N'Koulou,Centre-Back,True,True
60599,Samuel Souprayen,Centre-Back,True,True
60603,Kévin Théophile-Catherine,Centre-Back,True,True
61253,José Callejón,Right Winger,True,True
61592,James Tomkins,Centre-Back,True,True
61651,Jordan Henderson,Defensive Midfield,True,True
61841,Adam Smith,Right-Back,True,True
61842,Andros Townsend,Right Winger,True,True
62415,Panagiotis Tachtsidis,Defensive Midfield,True,True
62945,Luis Hernández,Centre-Back,True,True
63342,Leroy Fer,Defensive Midfield,True,True
63463,Daniel Wass,Central Midfield,True,True
63494,Étienne Capoue,Defensive Midfield,True,True
63821,Aron Gunnarsson,Defensive Midfield,True,True
63837,André André,Central Midfield,True,True
64000,Tomáš Vaclík,Goalkeeper,True,True
64134,Néstor Araújo,Centre-Back,True,True
64399,Vicente Guaita,Goalkeeper,True,True
64598,Bernardo Espinosa,Centre-Back,True,True
64793,Leonardo Pavoletti,Centre-Forward,True,True
65318,Jaume Costa,Left-Back,True,True
65467,Vicente Iborra,Defensive Midfield,True,True
66106,Sergio Canales,Attacking Midfield,True,True
66934,Cheikhou Kouyaté,Defensive Midfield,True,True
67797,Milan Borjan,Goalkeeper,True,True
68033,Steven Zuber,Left Winger,True,True
68390,Séamus Coleman,Right-Back,True,True
68863,Mauro Icardi,Centre-Forward,True,True
68864,Kevin Strootman,Central Midfield,True,True
69015,Andriy Yarmolenko,Right Winger,True,True
69374,Adem Ljajic,Attacking Midfield,True,True
69633,Christian Eriksen,Attacking Midfield,True,True
70209,Adama Traoré,Left-Back,True,True
71271,Adrián San Miguel,Goalkeeper,True,True
71292,Jonjo Shelvey,Central Midfield,True,True
71570,Iago Herrerín,Goalkeeper,True,True
72047,Iago Aspas,Centre-Forward,True,True
72441,Rafael Tolói,Centre-Back,True,True
72476,Bernd Leno,Goalkeeper,True,True
72522,Luuk de Jong,Centre-Forward,True,True
73185,Lucas Pérez,Centre-Forward,True,True
73396,David Ospina,Goalkeeper,True,True
73517,Ørjan Nyland,Goalkeeper,True,True
73734,Steven Nzonzi,Defensive Midfield,True,True
73741,Souza,Defensive Midfield,True,True
73782,Adrián Ramos,Centre-Forward,True,True
74228,Marc Muniesa,Centre-Back,True,True
74294,Nemanja Gudelj,Defensive Midfield,True,True
74297,Gaël Kakuta,Attacking Midfield,True,True
74683,Nemanja Matić,Defensive Midfield,True,True
74842,Mario Götze,Attacking Midfield,True,True
74857,Marc-André ter Stegen,Goalkeeper,True,True
74869,Francis Coquelin,Defensive Midfield,True,True
74960,Martin Dúbravka,Goalkeeper,True,True
75127,Ezequiel Muñoz,Centre-Back,True,True
75458,Robin Olsen,Goalkeeper,True,True
75471,Yannick Bolasie,Centre-Forward,True,True
75489,Niclas Füllkrug,Centre-Forward,True,True
76163,Franco Vázquez,Attacking Midfield,True,True
77026,Raúl Albentosa,Centre-Back,True,True
77100,Lucas Moura,Right Winger,True,True
77547,Ehsan Hajsafi,Left-Back,True,True
77825,Etrit Berisha,Goalkeeper,True,True
79377,Genki Haraguchi,Attacking Midfield,True,True
79422,Keylor Navas,Goalkeeper,True,True
79517,Shuichi Gonda,Goalkeeper,True,True
79522,Yuto Nagatomo,Left-Back,True,True
79642,Shinji Okazaki,Centre-Forward,True,True
79967,Simon Zoller,Centre-Forward,True,True
80197,Salomón Rondón,Centre-Forward,True,True
80293,Aïssa Mandi,Centre-Back,True,True
80444,Philippe Coutinho,Attacking Midfield,True,True
80894,Lukasz Skorupski,Goalkeeper,True,True
81532,Celso Borges,Central Midfield,True,True
81785,Shinji Kagawa,Attacking Midfield,True,True
81789,Maya Yoshida,Centre-Back,True,True
82009,Kevin Volland,Attacking Midfield,True,True
82048,Nicola Sansone,Left Winger,True,True
82097,Christoph Kramer,Defensive Midfield,True,True
82350,Stefan Bell,Centre-Back,True,True
82442,Olivier Giroud,Centre-Forward,True,True
82863,Lukas Rupp,Central Midfield,True,True
82873,Pascal Groß,Central Midfield,True,True
83002,Hiroki Sakai,Right-Back,True,True
84085,Timothée Kolodziejczak,Centre-Back,True,True
84301,Benjamin André,Defensive Midfield,True,True
84435,Kevin Vogt,Centre-Back,True,True
84938,Timo Horn,Goalkeeper,True,True
85240,Eugenio Lamanna,Goalkeeper,True,True
85289,Jordi Amat,Centre-Back,True,True
85352,Yunus Mallı,Attacking Midfield,True,True
85357,Juan Muñiz,Attacking Midfield,True,True
85383,Rubén Sobrino,Centre-Forward,True,True
85791,Stefan Lainer,Right-Back,True,True
85864,Loris Karius,Goalkeeper,True,True
86202,Antonio Rüdiger,Centre-Back,True,True
86792,Xherdan Shaqiri,Attacking Midfield,True,True
88262,Dedryck Boyata,Centre-Back,True,True
88680,Luca Caldirola,Centre-Back,True,True
88682,Mattia De Sciglio,Right-Back,True,True
88683,Mattia Destro,Centre-Forward,True,True
88684,Giulio Donati,Right-Back,True,True
88706,Simone Romagnoli,Centre-Back,True,True
88755,Kevin De Bruyne,Attacking Midfield,True,True
88909,Riccardo Saponara,Attacking Midfield,True,True
90024,Alfred Finnbogason,Centre-Forward,True,True
90466,Gylfi Sigurdsson,Attacking Midfield,True,True
90681,Eliaquim Mangala,Centre-Back,True,True
91059,Joshua King,Centre-Forward,True,True
91849,Thomas Delaney,Central Midfield,True,True
91970,Juan Cuadrado,Right Midfield,True,True
92076,Seung-gyu Kim,Goalkeeper,True,True
92572,Joel Ward,Right-Back,True,True
92738,Mateusz Klich,Defensive Midfield,True,True
92947,Sergi Gómez,Centre-Back,True,True
93128,Kalidou Koulibaly,Centre-Back,True,True
93704,Josuha Guilavogui,Defensive Midfield,True,True
93720,Alexandre Lacazette,Centre-Forward,True,True
93730,Alexandre Letellier,Goalkeeper,True,True
93844,Leonardo Bittencourt,Central Midfield,True,True
93905,Muhamed Besic,Defensive Midfield,True,True
94005,Sead Kolasinac,Centre-Back,True,True
94199,Tolga Cigerci,Defensive Midfield,True,True
94201,Robin Knoche,Centre-Back,True,True
94308,Marko Dmitrovic,Goalkeeper,True,True
94529,Stephan El Shaarawy,Left Winger,True,True
95424,Kyle Walker,Right-Back,True,True
95438,Marko Livaja,Centre-Forward,True,True
95641,Darko Brasanac,Central Midfield,True,True
95732,Martin Braithwaite,Centre-Forward,True,True
95810,Kieran Trippier,Right-Back,True,True
95976,Alex McCarthy,Goalkeeper,True,True
96341,Romelu Lukaku,Centre-Forward,True,True
96533,Youssef El Arabi,Centre-Forward,True,True
98249,Takashi Inui,Left Winger,True,True
98888,Artur Ioniță,Central Midfield,True,True
99227,Andrea Bertolacci,Central Midfield,True,True
99232,Marco D'Alessandro,Right Winger,True,True
99331,Jannik Vestergaard,Centre-Back,True,True
99343,Ander Herrera,Central Midfield,True,True
99352,Rubén Pardo,Central Midfield,True,True
99397,Karl Darlow,Goalkeeper,True,True
99559,Alberto Perea,Left Winger,True,True
99922,Marc Bartra,Centre-Back,True,True
100986,Thomas Meunier,Right-Back,True,True
101118,Joel Robles,Goalkeeper,True,True
102226,Thorgan Hazard,Attacking Midfield,True,True
102427,Sebastián Coates,Centre-Back,True,True
103427,Chris Smalling,Centre-Back,True,True
103565,Wahbi Khazri,Left Winger,True,True
104124,Michail Antonio,Centre-Forward,True,True
104223,Jordy Clasie,Defensive Midfield,True,True
104752,Konstantinos Manolas,Centre-Back,True,True
105470,Alisson,Goalkeeper,True,True
105521,Ciro Immobile,Centre-Forward,True,True
106405,Jeffrey Gouweleeuw,Centre-Back,True,True
106987,Marcel Sabitzer,Central Midfield,True,True
107010,Stefan Savic,Centre-Back,True,True
108354,Jordan Ayew,Centre-Forward,True,True
108390,Thibaut Courtois,Goalkeeper,True,True
108650,Yuya Osako,Centre-Forward,True,True
108669,Attila Fiola,Right-Back,True,True
108880,Koen Casteels,Goalkeeper,True,True
110036,Dominique Heintz,Centre-Back,True,True
110366,Sergio Araujo,Centre-Forward,True,True
110923,Mattia Perin,Goalkeeper,True,True
111038,Dennis Appiah,Right-Back,True,True
111051,Nampalys Mendy,Defensive Midfield,True,True
111078,Emil Forsberg,Left Winger,True,True
111196,Stefan de Vrij,Centre-Back,True,True
111275,Philipp Max,Left-Back,True,True
111347,Lorenzo Tonelli,Centre-Back,True,True
111455,Granit Xhaka,Defensive Midfield,True,True
111508,Allan Nyom,Right-Back,True,True
111524,Ahmed Hegazy,Centre-Back,True,True
111627,Ryan Mendes,Left Winger,True,True
111630,Erik Lamela,Right Winger,True,True
111783,Alejandro Bedoya,Central Midfield,True,True
112935,Mark Uth,Centre-Forward,True,True
113039,Niklas Hult,Left-Back,True,True
113045,Rubén Pérez,Defensive Midfield,True,True
113133,Germán Pezzella,Centre-Back,True,True
113707,Rémy Cabella,Attacking Midfield,True,True
116598,Viktor Claesson,Centre-Forward,True,True
118022,Younès Belhanda,Attacking Midfield,True,True
118284,Jordan Ferri,Central Midfield,True,True
118287,Rachid Ghezzal,Right Winger,True,True
118303,Mehdi Zeffane,Right-Back,True,True
118397,Alessandro Schöpf,Central Midfield,True,True
118689,Leonardo Spinazzola,Left-Back,True,True
118847,Dominik Kohr,Centre-Back,True,True
119031,Kaan Ayhan,Defensive Midfield,True,True
119150,Mislav Orsic,Left Winger,True,True
119211,Mitchell Weiser,Right-Back,True,True
119234,Karim Onisiwo,Centre-Forward,True,True
119235,Carlos Bacca,Centre-Forward,True,True
119277,Yannick Gerhardt,Central Midfield,True,True
119296,Emre Can,Centre-Back,True,True
120095,José Campaña,Central Midfield,True,True
120205,Michael Gregoritsch,Centre-Forward,True,True
120629,Alphonse Areola,Goalkeeper,True,True
120651,Vincent Le Goff,Left-Back,True,True
121385,Grant Hanley,Centre-Back,True,True
121477,Craig Dawson,Centre-Back,True,True
121483,Jan Oblak,Goalkeeper,True,True
122153,Paul Pogba,Central Midfield,True,True
122635,Issam Jebali,Centre-Forward,True,True
122797,Andy Delort,Centre-Forward,True,True
122840,Loïc Nego,Right-Back,True,True
123682,Callum Wilson,Centre-Forward,True,True
124419,Odysseas Vlachodimos,Goalkeeper,True,True
124502,Matthias Ginter,Centre-Back,True,True
124555,Cristiano Biraghi,Left-Back,True,True
124560,Samuele Longo,Centre-Forward,True,True
124715,Nikola Maksimović,Centre-Back,True,True
124732,John Brooks,Centre-Back,True,True
124902,Khouma Babacar,Centre-Forward,True,True
125314,Pontus Jansson,Centre-Back,True,True
125781,Antoine Griezmann,Second Striker,True,True
125783,Sanjin Prcic,Central Midfield,True,True
126281,Alexander Hack,Centre-Back,True,True
126414,Hakan Çalhanoğlu,Defensive Midfield,True,True
126422,Allan,Defensive Midfield,True,True
126540,Samuel Umtiti,Centre-Back,True,True
126557,Jonathan Gradit,Centre-Back,True,True
126656,Faouzi Ghoulam,Left-Back,True,True
126664,Lucas Digne,Left-Back,True,True
126665,Idrissa Gueye,Defensive Midfield,True,True
126673,Adama Soumaoro,Centre-Back,True,True
126687,Valentin Eysseric,Attacking Midfield,True,True
126710,Layvin Kurzawa,Left-Back,True,True
126767,Ali Ahamada,Goalkeeper,True,True
127032,Serge Aurier,Right-Back,True,True
127048,Cédric Bakambu,Centre-Forward,True,True
127076,Jérôme Roussillon,Left-Back,True,True
127108,Florian Lejeune,Centre-Back,True,True
127142,Jonas Martin,Defensive Midfield,True,True
127160,Benjamin Stambouli,Defensive Midfield,True,True
127181,Benjamin Lecomte,Goalkeeper,True,True
127187,Abdoulaye Doucouré,Attacking Midfield,True,True
127188,Maxime Dupé,Goalkeeper,True,True
127189,Geoffrey Kondogbia,Defensive Midfield,True,True
128223,Álvaro Morata,Centre-Forward,True,True
128899,Jack Butland,Goalkeeper,True,True
128907,Ravel Morrison,Attacking Midfield,True,True
128969,Mathew Ryan,Goalkeeper,True,True
129078,Nathan Redmond,Right Winger,True,True
129476,Gerard Deulofeu,Centre-Forward,True,True
129513,Alexandru Maxim,Attacking Midfield,True,True
129554,Steven Berghuis,Right Winger,True,True
129604,Ezgjan Alioski,Left-Back,True,True
129674,Jeremy Toljan,Right-Back,True,True
129693,Gaku Shibasaki,Central Midfield,True,True
130164,Jordan Pickford,Goalkeeper,True,True
130353,Hördur Magnússon,Centre-Back,True,True
130360,Simone Verdi,Attacking Midfield,True,True
130365,Alessandro Florenzi,Right-Back,True,True
130394,Gianluca Lapadula,Centre-Forward,True,True
130765,Stuart Armstrong,Central Midfield,True,True
131075,Francesco Acerbi,Centre-Back,True,True
131098,Salvador Ichazo,Goalkeeper,True,True
131248,Joel Campbell,Second Striker,True,True
131708,Kenneth Omeruo,Centre-Back,True,True
131951,Kevin Lasagna,Centre-Forward,True,True
131967,Daniel O'Shaughnessy,Centre-Back,True,True
131978,Ross Barkley,Central Midfield,True,True
131996,Bertrand Traoré,Right Winger,True,True
132098,Harry Kane,Centre-Forward,True,True
132529,Jin-su Kim,Left-Back,True,True
133179,Marten de Roon,Defensive Midfield,True,True
133834,Marko Leskovic,Centre-Back,True,True
133838,Karim Ansarifard,Centre-Forward,True,True
134277,Julian Jeanvier,Centre-Back,True,True
134425,Raheem Sterling,Right Winger,True,True
134883,Daniele Baselli,Central Midfield,True,True
135343,Fabian Schär,Centre-Back,True,True
135490,Lindsay Rose,Centre-Back,True,True
135492,Youssouf Sabaly,Right-Back,True,True
135853,Manuel Lanzini,Attacking Midfield,True,True
136111,Nicola Leali,Goalkeeper,True,True
137206,Magomed Ozdoev,Defensive Midfield,True,True
137616,Okay Yokuşlu,Defensive Midfield,True,True
138335,Jakob Haugaard,Goalkeeper,True,True
139208,Virgil van Dijk,Centre-Back,True,True
139279,Nicolas Pallois,Centre-Back,True,True
139503,Enner Valencia,Centre-Forward,True,True
141660,Jesse Lingard,Attacking Midfield,True,True
142021,Sergi Darder,Central Midfield,True,True
142310,Willy Boly,Centre-Back,True,True
142920,Aleksandar Trajkovski,Left Winger,True,True
143039,Damjan Djokovic,Defensive Midfield,True,True
143121,Melvyn Lorenzen,Left Winger,True,True
143424,Alex Oxlade-Chamberlain,Central Midfield,True,True
143812,Matías Vecino,Central Midfield,True,True
144028,Leandro Trossard,Left Winger,True,True
144143,Bartosz Bereszyński,Right-Back,True,True
145466,Tim Ream,Centre-Back,True,True
145840,Trent Sainsbury,Centre-Back,True,True
145988,Wilfried Zaha,Left Winger,True,True
146227,Jasper Cillessen,Goalkeeper,True,True
146310,Wataru Endo,Defensive Midfield,True,True
146854,Wissam Ben Yedder,Centre-Forward,True,True
147034,Marco van Ginkel,Central Midfield,True,True
147487,Vincent Aboubakar,Centre-Forward,True,True
148252,Remo Freuler,Central Midfield,True,True
148367,Christian Nørgaard,Defensive Midfield,True,True
148368,Divock Origi,Centre-Forward,True,True
148455,Mohamed Salah,Right Winger,True,True
153084,Leon Goretzka,Central Midfield,True,True
156617,Marcelo Brozović,Defensive Midfield,True,True
156662,Giorgi Gvelesiani,Centre-Back,True,True
156775,Greg Stewart,Centre-Forward,True,True
157373,Vladlen Yurchenko,Attacking Midfield,True,True
157495,Benjamin Mendy,Left-Back,True,True
157501,M'Baye Niang,Centre-Forward,True,True
157509,Kurt Zouma,Centre-Back,True,True
157635,Yussuf Poulsen,Centre-Forward,True,True
158327,Julio González,Goalkeeper,True,True
158863,Iñigo Martínez,Centre-Back,True,True
159288,Arlind Ajeti,Centre-Back,True,True
159471,Serge Gnabry,Second Striker,True,True
160438,Mohamed Elneny,Defensive Midfield,True,True
160506,Josip Radosevic,Defensive Midfield,True,True
160986,Matteo Bianchetti,Centre-Back,True,True
161056,Joshua Kimmich,Defensive Midfield,True,True
161869,Djibril Sidibé,Right-Back,True,True
162056,Gonzalo Melero,Central Midfield,True,True
162434,Niklas Stark,Centre-Back,True,True
162569,Josef Martínez,Centre-Forward,True,True
162959,Daniele Rugani,Centre-Back,True,True
163222,Grégoire Defrel,Centre-Forward,True,True
164265,Dong-won Ji,Centre-Forward,True,True
164277,Gen Shoji,Centre-Back,True,True
164770,Raphaël Varane,Centre-Back,True,True
164771,Jordan Veretout,Central Midfield,True,True
164913,Soualiho Meïté,Defensive Midfield,True,True
164915,Lionel Mpasi-Nzau,Goalkeeper,True,True
165012,José Rodríguez,Central Midfield,True,True
165467,Stole Dimitrievski,Goalkeeper,True,True
165513,Berat Djimsiti,Centre-Back,True,True
165793,Takumi Minamino,Left Winger,True,True
165873,Federico Barba,Centre-Back,True,True
165895,Matteo Politano,Right Winger,True,True
166601,Niklas Süle,Centre-Back,True,True
166683,Mamadou Sylla,Centre-Forward,True,True
167268,Paddy McNair,Centre-Back,True,True
167329,Alassane Pléa,Centre-Forward,True,True
167491,Stefano Sabelli,Right-Back,True,True
167727,Andrea Belotti,Centre-Forward,True,True
167799,Pierre-Emile Højbjerg,Defensive Midfield,True,True
167850,Memphis Depay,Second Striker,True,True
167859,Stefano Sturaro,Central Midfield,True,True
168063,Filip Mladenovic,Left-Back,True,True
168157,Leander Dendoncker,Defensive Midfield,True,True
168337,Ahmed Musa,Left Winger,True,True
168408,Lubomir Satka,Centre-Back,True,True
168989,Silvan Widmer,Right-Back,True,True
169880,Giovanni Di Lorenzo,Right-Back,True,True
170321,Paul Dummett,Centre-Back,True,True
170463,Marcel Tisserand,Centre-Back,True,True
170472,Dimitri Foulquier,Right-Back,True,True
170481,Jean-Daniel Akpa Akpro,Central Midfield,True,True
170527,Timo Werner,Centre-Forward,True,True
170646,Ludwig Augustinsson,Left-Back,True,True
170838,Salih Uçan,Central Midfield,True,True
170895,Garry Rodrigues,Right Winger,True,True
170929,Massadio Haïdara,Left-Back,True,True
170934,Mario Lemina,Defensive Midfield,True,True
171424,Riyad Mahrez,Right Winger,True,True
173146,Gurpreet Singh Sandhu,Goalkeeper,True,True
173859,Davide Zappacosta,Right Midfield,True,True
174094,Morgan Sanson,Central Midfield,True,True
174488,Marios Ikonomou,Centre-Back,True,True
174733,Omar Colley,Centre-Back,True,True
174915,Islam Slimani,Centre-Forward,True,True
175169,Bernard,Left Winger,True,True
175639,Jonathan Clauss,Right-Back,True,True
175722,Eric Dier,Centre-Back,True,True
175961,Ole Selnæs,Defensive Midfield,True,True
176553,Aymeric Laporte,Centre-Back,True,True
177476,Nathan Aké,Centre-Back,True,True
177690,Miguel Trauco,Left-Back,True,True
177776,César,Goalkeeper,True,True
177843,Domenico Berardi,Right Winger,True,True
177847,Adnan Januzaj,Right Winger,True,True
177907,Harry Maguire,Centre-Back,True,True
178469,Michael Krmencik,Centre-Forward,True,True
179184,Michy Batshuayi,Centre-Forward,True,True
179643,Vladimír Darida,Central Midfield,True,True
179860,Andraz Sporar,Centre-Forward,True,True
180337,Sardar Azmoun,Centre-Forward,True,True
181136,Piotr Zielinski,Central Midfield,True,True
181375,Sébastien Haller,Centre-Forward,True,True
181378,Gaëtan Laborde,Centre-Forward,True,True
181380,Arthur Masuaku,Left-Back,True,True
181382,Abdoulaye Touré,Defensive Midfield,True,True
181477,Thievy Bifouma,Left Winger,True,True
181579,James Ward-Prowse,Central Midfield,True,True
182201,Ally Samatta,Centre-Forward,True,True
182381,Quincy Promes,Left Winger,True,True
182618,Tiemoué Bakayoko,Defensive Midfield,True,True
182875,Jean-Charles Castelletto,Centre-Back,True,True
182877,Anthony Martial,Centre-Forward,True,True
182893,Seko Fofana,Central Midfield,True,True
182904,Clément Lenglet,Centre-Back,True,True
182906,Mike Maignan,Goalkeeper,True,True
182910,Hervin Ongenda,Attacking Midfield,True,True
182913,Adrien Rabiot,Central Midfield,True,True
182932,Davy Klaassen,Central Midfield,True,True
183031,Koffi Djidji,Centre-Back,True,True
183288,Luke Shaw,Left-Back,True,True
183318,Jamaal Lascelles,Centre-Back,True,True
